level,city,name,Total population,Population under age 18,Percent under age 18,Population ages 18+,Percent ages 18+,Population ages 65+,Percent ages 65+,White population,Percent white,Black population,Percent black,Latino population,Percent Latino,Other race population,Percent other race,Foreign-born population,Percent foreign-born,Total households,Owner-occupied households,Homeownership rate,Cost-burdened households,Cost-burden rate,Poverty status known,Population in poverty,Poverty rate,Low-income population,Low-income rate,"Under 18, poverty status known",Children in poverty,Child poverty rate,Low-income children,Child low-income rate,"Ages 65+, poverty status known",Seniors in poverty,Senior poverty rate,Low-income seniors,Senior low-income rate
2_state,,Connecticut,3605330,744491,0.21,2860839,0.79,620179,0.17,2340848,0.65,359156,0.1,610065,0.17,295261,0.08,534220,0.15,1397324,925503,0.66,478026,0.35,3503694,351476,0.1,789397,0.23,735661,97861,0.13,216028,0.29,601003,45924,0.08,128264,0.21
3_county,,Fairfield County,956446,214928,0.22,741518,0.78,151385,0.16,571692,0.6,102309,0.11,196340,0.21,86105,0.09,213548,0.22,349443,232832,0.67,133375,0.39,939754,86408,0.09,199015,0.21,212866,25650,0.12,57829,0.27,147334,11456,0.08,29402,0.2
6_town,,Stamford,134820,26402,0.2,108418,0.8,20665,0.15,65420,0.49,16760,0.12,37474,0.28,15166,0.11,43230,0.32,52577,25810,0.49,22087,0.43,133893,12534,0.09,32728,0.24,26114,3636,0.14,9298,0.36,20153,1880,0.09,5048,0.25
7_neighborhood,Stamford,Belltown,4629,1032,0.22,3597,0.78,531,0.11,2566,0.55,469,0.1,1269,0.27,324,0.07,1608,0.35,1600,1025,0.64,581,0.37,4628,363,0.08,1299,0.28,1028,162,0.16,459,0.45,531,14,0.03,59,0.11
7_neighborhood,Stamford,Cove-East Side,17312,4048,0.23,13264,0.77,2157,0.12,7472,0.43,1592,0.09,6585,0.38,1663,0.1,6380,0.37,6041,3012,0.5,2786,0.48,17010,2247,0.13,5411,0.32,3841,668,0.17,1584,0.41,2074,274,0.13,926,0.45
7_neighborhood,Stamford,Downtown,22190,3322,0.15,18868,0.85,3359,0.15,8960,0.4,4236,0.19,4419,0.2,4575,0.21,8100,0.37,11043,1895,0.17,5065,0.46,22190,2898,0.13,6693,0.3,3322,767,0.23,1396,0.42,3359,636,0.19,1645,0.49
7_neighborhood,Stamford,Glenbrook,24709,6429,0.26,18280,0.74,2928,0.12,14436,0.58,1401,0.06,6089,0.25,2780,0.11,6839,0.28,8721,5419,0.62,3215,0.37,24534,2042,0.08,5470,0.22,6428,832,0.13,1922,0.3,2806,163,0.06,480,0.17
7_neighborhood,Stamford,Newfield,10974,2764,0.25,8210,0.75,2328,0.21,9125,0.83,156,0.01,720,0.07,976,0.09,1578,0.14,3564,3227,0.91,1055,0.3,10956,253,0.02,600,0.05,2762,53,0.02,191,0.07,2309,72,0.03,160,0.07
7_neighborhood,Stamford,North Stamford,22071,4658,0.21,17413,0.79,4195,0.19,17768,0.8,542,0.02,1922,0.09,1842,0.08,3801,0.17,7442,6852,0.92,2059,0.28,21948,723,0.03,1274,0.06,4659,207,0.04,262,0.06,4088,131,0.03,231,0.06
7_neighborhood,Stamford,Palmers Hill,3343,900,0.27,2443,0.73,645,0.19,2476,0.74,24,0.01,284,0.08,560,0.17,634,0.19,1149,900,0.78,392,0.34,3297,145,0.04,418,0.13,889,40,0.04,128,0.14,611,8,0.01,79,0.13
